CNPJ_Fundo;Data_Referencia;Tipo;Emissor;CNPJ_Emissor;Valor
23.648.935/0001-84;31/03/2022;FII;FARIA LIMA CAPITAL RECEBIVEIS IMOBI;33884145000151;1260337355
23.648.935/0001-84;31/03/2022;FII;EQI RECEBIVEIS IMOBILIARIOS FI FII;41076380000125;9957000
23.648.935/0001-84;31/03/2022;FII;KILIMA FUNDO DE INVESTIMENTO EM COT;36669660000107;4999000
23.648.935/0001-84;30/06/2022;FII;BRIO MULTIESTRATEGIA - FII;41081356000184;9430000
23.648.935/0001-84;30/06/2022;FII;FII GUARDIAN MULTIESTRATEGIA IMOBILIARIA I;41269052000145;939268788
23.648.935/0001-84;30/06/2022;FII;CSHG RECEBIVEIS IMOBILIARIOS FII;11160521000122;2040626628
23.648.935/0001-84;30/06/2022;FII;EXES FII;41076851000103;3596950
23.648.935/0001-84;30/06/2022;FII;HSI ATIVOS FINANCEIROS FII;35360687000150;139321611
23.648.935/0001-84;30/06/2022;FII;WHG REAL ESTATE FII;41256643000188;642271095
23.648.935/0001-84;30/06/2022;FII;KILIMA VOLKANO RECEBÍVEIS IMOBILIÁRIOS FII;42273325000198;4964500
23.648.935/0001-84;30/06/2022;FII;XP CREDITO IMOBILIARIO FII;28516301000191;1488545004
23.648.935/0001-84;30/06/2022;FII;FATOR VERITA FUNDO DE INVESTIMENTO;11664201000100;85034166
23.648.935/0001-84;30/06/2022;FII;MANATÍ CAPITAL HEDGE FUND FII;42888583000189;10000000
23.648.935/0001-84;30/06/2022;FII;FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I FII;33884145000151;1180891899
23.648.935/0001-84;30/06/2022;FII;MAUA HIGH YIELD FII;36655973000106;65998570
23.648.935/0001-84;30/06/2022;FII;MORE RECEBIVEIS IMOBILIARIOS FII;40102474000169;532833644
23.648.935/0001-84;30/06/2022;FII;FII RBR RENDIMENTO HIGH GRADE;29467977000103;1014480652
23.648.935/0001-84;30/06/2022;FII;FRONTEIRA MULTI FUNDO DE INVESTIMENTO IMOBILIARIO;41251077000111;353412179
23.648.935/0001-84;30/06/2022;FII;EQI RECEBIVEIS IMOBILIARIOS FI FII;41076380000125;9450000
23.648.935/0001-84;30/06/2022;FII;HEDGE RECEBÍVEIS IMOBILIÁRIOS FII;35507262000121;77283456
23.648.935/0001-84;30/06/2022;FII;RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO FII;30166700000111;482584842
24.774.904/0001-32;31/03/2022;FII;OSASCO PROPERTIES FII;13000836000138;21334192
24.774.904/0001-32;31/03/2022;FII;FGRP FII;20990694000169;3563693604
24.774.904/0001-32;30/06/2022;FII;OSASCO PROPERTIES FII;13000836000138;21295379
24.774.904/0001-32;30/06/2022;FII;FGRP FII;20990694000169;3558685893
24.774.904/0001-32;30/09/2022;FII;OSASCO PROPERTIES FII;13000836000138;21252521
24.774.904/0001-32;30/09/2022;FII;FGRP FII;20990694000169;3553878232
24.853.044/0001-22;31/03/2022;FII;FII VBI LOG - LVBI11;30629603000118;49233555
24.853.044/0001-22;31/03/2022;FII;FII EQI RECE - EQIR11;41076380000125;2987100
24.853.044/0001-22;31/03/2022;FII;FII XP LOG - XPLG11;26502794000185;987121865
24.853.044/0001-22;31/03/2022;FII;FII XP CRED - XPCI12;28516301000191;0
24.853.044/0001-22;31/03/2022;FII;FII MOGNO - MGFF11;29216463000177;369222184
24.853.044/0001-22;31/03/2022;FII;FII HTOPFOF3 - HFOF11;18307582000119;12331554
24.853.044/0001-22;31/03/2022;FII;FII RBRALPHA - RBRF11;27529279000151;543548072
24.853.044/0001-22;31/03/2022;FII;FII BRESCO - BRCO11;20748515000181;39717865
24.853.044/0001-22;31/03/2022;FII;FII XP INDL - XPIN11;28516325000140;47292732
24.853.044/0001-22;31/03/2022;FII;FII MOGNO HG - MGCR11;35652204000191;58824997
24.853.044/0001-22;31/03/2022;FII;FII XP CRED - XPCI11;28516301000191;51463
24.853.044/0001-22;31/03/2022;FII;FII HG REAL - HGRE11;9072017000129;2113552
24.853.044/0001-22;31/03/2022;FII;FII XP SELEC - XPSF11;30983020000190;520428
24.853.044/0001-22;31/03/2022;FII;FII HTOPFOF3 - HFOF11;18307582000119;302962652
24.853.044/0001-22;31/03/2022;FII;FII PLURAL L - PLOG11;36501198000134;425882555
24.853.044/0001-22;31/03/2022;FII;FII PATR LOG - PATL11;35754164000199;845296606
24.853.044/0001-22;31/03/2022;FII;FII CAP REIT - CPFF11;34081611000123;273281488
24.853.044/0001-22;31/03/2022;FII;FII KINEA SC - KNSC11;35864448000138;165019
24.853.044/0001-22;30/06/2022;FII;FII XP SELEC - XPSF11;30983020000190;52824
24.853.044/0001-22;30/06/2022;FII;FII HTOPFOF3 - HFOF11;18307582000119;27954993
24.853.044/0001-22;30/06/2022;FII;FII HG REAL - HGRE11;09072017000129;2165656
24.853.044/0001-22;30/06/2022;FII;FII PLURAL L - PLOG11;36501198000134;42259042
24.853.044/0001-22;30/06/2022;FII;FII MOGNO HG - MGCR11;35652204000191;590750206
24.853.044/0001-22;30/06/2022;FII;FII XP INDL - XPIN11;28516325000140;4220712
24.853.044/0001-22;30/06/2022;FII;FII MOGNO - MGFF11;29216463000177;34466208
24.853.044/0001-22;30/06/2022;FII;FII HTOPFOF3 - HFOF11;18307582000119;10970567
24.853.044/0001-22;30/06/2022;FII;FII XP CRED - XPCI11;28516301000191;501009
24.853.044/0001-22;30/06/2022;FII;FII XP LOG - XPLG11;26502794000185;946113835
24.853.044/0001-22;30/06/2022;FII;FII PATR LOG - PATL11;35754164000199;87370328
24.853.044/0001-22;30/06/2022;FII;FII BRESCO - BRCO11;20748515000181;240664242
24.853.044/0001-22;30/06/2022;FII;FII EQI RECE - EQIR11;41076380000125;2835000
24.853.044/0001-22;30/06/2022;FII;FII CAP REIT - CPFF11;34081611000123;247977872
24.853.044/0001-22;30/06/2022;FII;FII KINEA SC - KNSC11;35864448000138;159936
24.853.044/0001-22;30/06/2022;FII;FII RBRALPHA - RBRF11;27529279000151;512102519
24.960.430/0001-13;31/03/2022;FII;FII UNIDAD AUTONOMAS;32774914000104;2033160166
24.960.430/0001-13;31/03/2022;FII;ESTOQUE RESIDENCIAL E COMERCIAL RJ FII;37266902000184;2083661896
24.960.430/0001-13;30/06/2022;FII;ESTOQUE RESIDENCIAL E COMERCIAL RJ FII;37266902000184;2063843296
24.960.430/0001-13;30/06/2022;FII;FII UNIDAD AUTONOMAS;32774914000104;164800824
24.960.430/0001-13;30/09/2022;FII;ESTOQUE RESIDENCIAL E COMERCIAL RJ FII;37266902000184;2015575645
24.960.430/0001-13;30/09/2022;FII;FII UNIDAD AUTONOMAS;32774914000104;1379406897
25.032.881/0001-53;31/03/2022;FII;FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND - BRCR11;08924783000101;117608074
25.032.881/0001-53;31/03/2022;FII;JS REAL ESTATE MULTIGESTÃO - FII - JSRE11;13371132000171;55762142
25.032.881/0001-53;31/03/2022;FII;Kinea Indices Precos FII - KNIP11;24960430000113;764644005
25.032.881/0001-53;31/03/2022;FII;Riza Arctium Real Estate FII - ARCT11;28267696000136;675913328
25.032.881/0001-53;31/03/2022;FII;Suno Recebiveis Imobiliarios Fdo De Inv Imob - SNCI11;41076710000182;1886325
25.032.881/0001-53;31/03/2022;FII;BRIO CRÉDITO ESTRUTURADO - FII - BICE14;39332032000120;96000
25.032.881/0001-53;31/03/2022;FII;BRIO CRÉDITO ESTRUTURADO - FII - BICE11;39332032000120;440000
25.032.881/0001-53;31/03/2022;FII;FII HGI Créditos Imobiliários - HGIC11;38456508000171;1172923038
25.032.881/0001-53;30/06/2022;FII;BRIO CRÉDITO ESTRUTURADO - FII - BICE14;39332032000120;96000
25.032.881/0001-53;30/06/2022;FII;Riza Arctium Real Estate FII - ARCT11;28267696000136;82532086
25.032.881/0001-53;30/06/2022;FII;JS REAL ESTATE MULTIGESTÃO - FII - JSRE11;13371132000171;284150176
25.032.881/0001-53;30/06/2022;FII;FII HGI Créditos Imobiliários - HGIC11;38456508000171;1152903453
25.032.881/0001-53;30/06/2022;FII;BRIO CRÉDITO ESTRUTURADO - FII - BICE15;39332032000120;300000
25.032.881/0001-53;30/06/2022;FII;Kinea Indices Precos FII - KNIP11;24960430000113;171810501
25.032.881/0001-53;30/06/2022;FII;Suno Recebiveis Imobiliarios Fdo De Inv Imob - SNCI11;41076710000182;70890272
25.032.881/0001-53;30/06/2022;FII;FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND - BRCR11;8924783000101;7383477
25.032.881/0001-53;30/06/2022;FII;BRIO CRÉDITO ESTRUTURADO - FII - BICE11;39332032000120;440000
26.091.656/0001-50;31/03/2022;FII;FII OURINVEST LOGÍSTICA;13974819000100;21966036
26.091.656/0001-50;30/06/2022;FII;FII OURINVEST LOGÍSTICA;13974819000100;2085634
26.091.656/0001-50;30/09/2022;FII;FII OURINVEST LOGÍSTICA;13974819000100;2328380
26.499.833/0001-32;31/03/2022;FII;MGHT11 - MOGNO HOTEIS FII;34197776000165;19363938
26.499.833/0001-32;31/03/2022;FII;MGCR11 - MOGNO CRI HIGH GRADE FII;35652204000191;7074144
26.499.833/0001-32;31/03/2022;FII;HSML11 - HSI MALL FII;32892018000131;154204375
26.499.833/0001-32;31/03/2022;FII;MXRF11 - MAXI RENDA FDO INV IMOB - FII;97521225000125;11804648
26.499.833/0001-32;31/03/2022;FII;RBRF11 - RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FDO INV IMOB;27529279000151;218128496
26.499.833/0001-32;31/03/2022;FII;HGBS11 - HEDGE BRASIL SHOPPING FII;8431747000106;660358763
26.499.833/0001-32;30/06/2022;FII;MGCR11 - MOGNO CRI HIGH GRADE FII;35652204000191;71042112
26.499.833/0001-32;30/06/2022;FII;HSML11 - HSI MALL FII;32892018000131;148017221
26.499.833/0001-32;30/06/2022;FII;MXRF11 - MAXI RENDA FDO INV IMOB - FII;97521225000125;12340064
26.499.833/0001-32;30/06/2022;FII;MGHT11 - MOGNO HOTEIS FII;34197776000165;16472754
26.499.833/0001-32;30/06/2022;FII;RBRF11 - RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FDO INV IMOB;27529279000151;205509242
26.499.833/0001-32;30/06/2022;FII;HGBS11 - HEDGE BRASIL SHOPPING FII;8431747000106;633833188
26.502.794/0001-85;31/03/2022;FII;FII NE LOGI;30495165000142;67387067808
26.502.794/0001-85;31/03/2022;FII;GTIS BRAZIL LOGISTICS FII - GTLG13;36200677000110;189981000
26.502.794/0001-85;31/03/2022;FII;FDO INV IMOB - VBI LOGÍSTICO - LVBI11;30629603000118;187528257
26.502.794/0001-85;31/03/2022;FII;FDO INV IMOB SDI RIO BRAVO RENDA LOG - FII - SDIL11;16671412000193;650456261
26.502.794/0001-85;31/03/2022;FII;VINCI LOGÍSTICA FDO INV IMOB - FII - VILG11;24853044000122;199541628
26.502.794/0001-85;30/06/2022;FII;GTIS BRAZIL LOGISTICS FII - GTLG11;36200677000110;189905000
26.502.794/0001-85;30/06/2022;FII;VINCI LOGÍSTICA FDO INV IMOB - FII - VILG11;24853044000122;1913475993
26.502.794/0001-85;30/06/2022;FII;FDO INV IMOB SDI RIO BRAVO RENDA LOG - FII - SDIL11;16671412000193;621510922
26.502.794/0001-85;30/06/2022;FII;FDO INV IMOB - VBI LOGÍSTICO - LVBI11;30629603000118;184345687
26.502.794/0001-85;30/06/2022;FII;FII NE LOGI;30495165000142;67387067808
26.545.627/0001-11;31/03/2022;FII;FII XP CRED - XPCI12;28516301000191;0
26.545.627/0001-11;31/03/2022;FII;FII XP CRED - XPCI11;28516301000191;184490
26.545.627/0001-11;31/03/2022;FII;FII GUARD MU - GAME11;41269052000145;11821004
26.545.627/0001-11;31/03/2022;FII;FII GUARDIAN - GALG11;37295919000160;165772312
26.545.627/0001-11;30/06/2022;FII;FII SUNO CRI - SNCI11;41076710000182;20536
26.545.627/0001-11;30/06/2022;FII;FII GUARD UM - GAME11;41269052000145;115169379
26.545.627/0001-11;30/06/2022;FII;FII XP CRED - XPCI11;28516301000191;2519025987
26.545.627/0001-11;30/06/2022;FII;FII CAPI SEC - CPTS11;18979895000113;199848
26.545.627/0001-11;30/06/2022;FII;FII SUNO CRI - SNCI14;41076710000182;546596444
26.545.627/0001-11;30/06/2022;FII;FII SUNO CRI - SNCI13;41076710000182;71876
26.545.627/0001-11;30/06/2022;FII;FII GUARDIAN - GALG11;37295919000160;15389383468
26.681.370/0001-25;31/03/2022;FII;FII BB CORP - BBRC11;12681340000104;1047375
26.681.370/0001-25;31/03/2022;FII;FII KINEA RI - KNCR11;16706958000132;1317030
26.681.370/0001-25;31/03/2022;FII;FII BB PRGII - BBPO11;14410722000129;249788
26.681.370/0001-25;31/03/2022;FII;FII RBRALPHA - RBRF11;27529279000151;439688
26.681.370/0001-25;31/03/2022;FII;FII CAPI SEC - CPTS11;18979895000113;570000
26.681.370/0001-25;31/03/2022;FII;FII KINEA - KNRI11;12005956000165;589960
26.681.370/0001-25;31/03/2022;FII;FII G TOWERS - GTWR11;23740527000158;82700
26.681.370/0001-25;30/06/2022;FII;FII RBRALPHA - RBRF11;27529279000151;414251
26.681.370/0001-25;30/06/2022;FII;FII KINEA - KNRI11;12005956000165;565364
26.681.370/0001-25;30/06/2022;FII;FII CAPI SEC - CPTS11;18979895000113;572292
26.681.370/0001-25;30/06/2022;FII;FII KINEA RI - KNCR11;16706958000132;1019600
26.681.370/0001-25;30/06/2022;FII;FII BB CORP - BBRC11;12681340000104;100300
26.681.370/0001-25;30/06/2022;FII;FII G TOWERS - GTWR11;23740527000158;71200
26.681.370/0001-25;30/06/2022;FII;FII BB PRGII - BBPO11;14410722000129;224700
26.681.370/0001-25;30/09/2022;FII;FII KINEA RI - KNCR11;16706958000132;307200
26.681.370/0001-25;30/09/2022;FII;FII KINEA - KNRI11;12005956000165;611200
26.681.370/0001-25;30/09/2022;FII;FII RBRALPHA - RBRF11;27529279000151;458820
26.681.370/0001-25;30/09/2022;FII;FII BB PRGII - BBPO11;14410722000129;257320
26.681.370/0001-25;30/09/2022;FII;FII CAPI SEC - CPTS11;18979895000113;455750
26.681.370/0001-25;30/09/2022;FII;FII BB CORP - BBRC11;12681340000104;102110
26.681.370/0001-25;30/09/2022;FII;FII G TOWERS - GTWR11;23740527000158;81800
27.445.482/0001-40;31/03/2022;FII;HEDGE RECEBÍVEIS IMOBILIÁRIOS FII;35507262000121;4850000
27.445.482/0001-40;30/06/2022;FII;HEDGE RECEBIVEIS IMOB. FII;35507262000121;4822500
27.486.542/0001-72;31/03/2022;FII;PARQUE ANHANGUERA FDO. INVEST. IMOB.;12978943000172;25618023
27.486.542/0001-72;31/03/2022;FII;HEDGE RECEBÍVEIS IMOBILIÁRIOS FII;35507262000121;6780785
27.486.542/0001-72;31/03/2022;FII;CSHG RECEBÍVEIS IMOBILIÁRIOS FDO INV IMO;11160521000122;4860047
27.486.542/0001-72;30/06/2022;FII;HEDGE RECEBIVEIS IMOB. FII;35507262000121;5208300
27.486.542/0001-72;30/06/2022;FII;PARQUE ANHANGUERA FDO. INVEST. IMOB.;12978943000172;2566746129
27.486.542/0001-72;30/06/2022;FII;CSHG RECEBÍVEIS IMOBILIÁRIOS FII - FII;11160521000122;221001696
27.529.279/0001-51;31/03/2022;FII;SDI LOGISTICA RIO- FII-FII;16671412000193;1433051529
27.529.279/0001-51;31/03/2022;FII;VINCI SHOP CENTERS FII;17554274000125;623760588
27.529.279/0001-51;31/03/2022;FII;CSHG JHSF PRIME OFFICES FII;11260134000168;4280231229
27.529.279/0001-51;31/03/2022;FII;FII THE ONE;12948291000123;81143342
27.529.279/0001-51;31/03/2022;FII;JPP ALLOCATON MOGNO FUNDO DE INVEST;30982880000100;9326856
27.529.279/0001-51;31/03/2022;FII;TELLUS PROPERTIES FII;26681370000125;74838402
27.529.279/0001-51;31/03/2022;FII;XP MALLS FII;28757546000100;2175034514
27.529.279/0001-51;31/03/2022;FII;CYCR CYRELA CREDITO FUNDO DE INVEST;36501233000115;99077125
27.529.279/0001-51;31/03/2022;FII;ARAM SKY FUNDO DE INVESTIMENTO IMOBILIARIO;33554611000130;485868417
27.529.279/0001-51;31/03/2022;FII;CENU - FUNDO DE INVESTIMENTO IMOBILIARIO;37899356000119;382888976
27.529.279/0001-51;31/03/2022;FII;VALORA CRI CDI FII;29852732000191;2376471874
27.529.279/0001-51;31/03/2022;FII;FII RBR CI SPECIAL OPPORTUNITIES;35652174000113;879370878
27.529.279/0001-51;31/03/2022;FII;JFL LIVING FUNDO DE INVESTIMENTO IM;36501181000187;13517000
27.529.279/0001-51;31/03/2022;FII;MOGNO LOGISTICA FII;40041711000129;1003800
27.529.279/0001-51;31/03/2022;FII;RBR PREMIUM RECEBIVEIS IMOBILIARIOS;42502842000191;375638509
27.529.279/0001-51;31/03/2022;FII;CANVAS CRI - FII;40011268000143;39592000
27.529.279/0001-51;31/03/2022;FII;FATOR VERITA FUNDO DE INVESTIMENTO;11664201000100;646021364
27.529.279/0001-51;31/03/2022;FII;FII MAUA CAPITAL RECEB IMOV FII;23648935000184;9920
27.529.279/0001-51;31/03/2022;FII;JS REAL ESTATE MULTIGESTAO FII;13371132000171;316000335
27.529.279/0001-51;31/03/2022;FII;FI IMOBILIARIO - FII TORRE NORTE;04722883000102;4244024
27.529.279/0001-51;31/03/2022;FII;FII  BTG PACTUAL CREDITO IMOBILIAR;29787928000140;22861275
27.529.279/0001-51;31/03/2022;FII;FII RIO BRAVO RENDA CORPORATIVA;03683056000186;471074274
27.529.279/0001-51;31/03/2022;FII;CORE METROPOLIS FII;38293921000162;1481487224
27.529.279/0001-51;31/03/2022;FII;XP HOTEIS FI IMOB FII;18308516000163;588000
27.529.279/0001-51;31/03/2022;FII;LOFT II FUNDO DE INVESTIMENTO IMOBILIARIO;24796967000190;200653895
27.529.279/0001-51;31/03/2022;FII;FI IMOBILIARIO FII PARQUE D. PEDRO;10869155000112;5319522
27.529.279/0001-51;31/03/2022;FII;RBR LOG - FUNDO DE INVESTIMENTO IMO;35705463000133;9978501715
27.529.279/0001-51;31/03/2022;FII;LOFT I FII;19722048000131;1751703768
27.529.279/0001-51;31/03/2022;FII;KINEA INDICES DE PRECOS FI IMOBILIA;24960430000113;2608789621
27.529.279/0001-51;31/03/2022;FII;HSI MALLS FUNDO DE INVESTIMENTO IMO;32892018000131;1292200
27.529.279/0001-51;31/03/2022;FII;FII - MOGNO HOTEIS;34197776000165;106546506
27.529.279/0001-51;31/03/2022;FII;FII KEYCASH;24703709000111;1403086
27.529.279/0001-51;31/03/2022;FII;FII EDIFICIO OURINVEST;06175262000173;12843070
27.529.279/0001-51;31/03/2022;FII;FUNDO DE INVESTIMENTO IMOBILIARIO1F;33046142000149;23143230
27.529.279/0001-51;31/03/2022;FII;FII EDIFICIO GALERIA;15333306000137;20237725
27.529.279/0001-51;31/03/2022;FII;RBR PLUS MULTIESTRATEGIA REAL ESTATE FII;41088458000121;4305485027
27.529.279/0001-51;31/03/2022;FII;VINCI IMOVEIS URBANOS FUNDO DE INVE;36445587000190;14225925
27.529.279/0001-51;31/03/2022;FII;GLOBAL APARTAMENTOS FUNDO DE INVESTIMENTO IMOBILIA;40886521000102;8135391592
27.529.279/0001-51;31/03/2022;FII;RBR DESENVOLVIMENTO COMERCIAL I - FUNDO DE INVESTI;34736474000118;1252645792
27.529.279/0001-51;31/03/2022;FII;EQI RECEBIVEIS IMOBILIARIOS FI FII;41076380000125;333708855
27.529.279/0001-51;31/03/2022;FII;FUNDO INV IMOB VIA PARQUE SH 10228;00332266000131;999561128
27.529.279/0001-51;31/03/2022;FII;HEDGE BRASIL SHOPPING FII;08431747000106;307861793
27.529.279/0001-51;31/03/2022;FII;PANORAMA DESENVOLVIMENTO LOGISTICO;37899400000190;184878081
27.529.279/0001-51;31/03/2022;FII;FII RBR DESENVOLVIMENTO IV;36642275000176;401855883
27.529.279/0001-51;31/03/2022;FII;FUNDO DE FUNDOS DE INVESTIMENTO IMO;30091444000140;296431525
27.529.279/0001-51;31/03/2022;FII;FI IMOB BTG PACT CORP OFF;08924783000101;4056540442
27.529.279/0001-51;31/03/2022;FII;FARIA LIMA CAPITAL RECEBIVEIS IMOBI;33884145000151;30084961
27.529.279/0001-51;31/03/2022;FII;CSHG REAL ESTATE - FI IMOBILIARIO -;09072017000129;39135516
27.529.279/0001-51;31/03/2022;FII;YUCA FUNDO DE INVESTIMENTO IMOBILIA;36445551000106;3000000
27.529.279/0001-51;31/03/2022;FII;FII RBR RENDIMENTO HIGH GRADE;29467977000103;2959714632
27.529.279/0001-51;31/03/2022;FII;FI IMOBILIARIO RBR PRIVATE CRED IMO;30166700000111;2766517997
27.529.279/0001-51;31/03/2022;FII;GALAPAGOS RI FII;38293897000161;119257389
27.529.279/0001-51;30/06/2022;FII;LOFT I FII;19722048000131;154502275
27.529.279/0001-51;30/06/2022;FII;RBR CRI - FII;40011268000143;39932136
27.529.279/0001-51;30/06/2022;FII;TELLUS PROPERTIES FII;26681370000125;7212973638
27.529.279/0001-51;30/06/2022;FII;HEDGE BRASIL SHOPPING FII;08431747000106;295495468
27.529.279/0001-51;30/06/2022;FII;VINCI IMOVEIS URBANOS FUNDO DE INVE;36445587000190;13877535
27.529.279/0001-51;30/06/2022;FII;VALORA CRI CDI FII;29852732000191;20179768
27.529.279/0001-51;30/06/2022;FII;ARAM SKY FUNDO DE INVESTIMENTO IMOBILIARIO;33554611000130;484712599
27.529.279/0001-51;30/06/2022;FII;RBR PREMIUM RECEBIVEIS IMOBILIARIOS;42502842000191;375638509
27.529.279/0001-51;30/06/2022;FII;FUNDO INV IMOB VIA PARQUE SH 10228;00332266000131;982189304
27.529.279/0001-51;30/06/2022;FII;FII - MOGNO HOTEIS;34197776000165;90638298
27.529.279/0001-51;30/06/2022;FII;FI IMOBILIARIO RBR PRIVATE CRED IMO;30166700000111;2885463396
27.529.279/0001-51;30/06/2022;FII;CSHG REAL ESTATE - FI IMOBILIARIO -;09072017000129;3467228224
27.529.279/0001-51;30/06/2022;FII;FII RBR CI SPECIAL OPPORTUNITIES;35652174000113;828690643
27.529.279/0001-51;30/06/2022;FII;FII EDIFICIO GALERIA;15333306000137;1864576
27.529.279/0001-51;30/06/2022;FII;RBR EQUITY FII;43009610000169;1980033876
27.529.279/0001-51;30/06/2022;FII;MOGNO SUNO LOGISTICA FII;40041711000129;914600
27.529.279/0001-51;30/06/2022;FII;FII EDIFICIO OURINVEST;06175262000173;12611264
27.529.279/0001-51;30/06/2022;FII;HSI MALLS FUNDO DE INVESTIMENTO IMO;32892018000131;124035296
27.529.279/0001-51;30/06/2022;FII;CAPITANIA SECURITIES II FII - FII;18979895000113;9084
27.529.279/0001-51;30/06/2022;FII;YUCA FUNDO DE INVESTIMENTO IMOBILIA;36445551000106;3000000
27.529.279/0001-51;30/06/2022;FII;FI IMOBILIARIO - FII TORRE NORTE;04722883000102;436355752
27.529.279/0001-51;30/06/2022;FII;JFL LIVING FUNDO DE INVESTIMENTO IM;36501181000187;12159000
27.529.279/0001-51;30/06/2022;FII;EQI RECEBIVEIS IMOBILIARIOS FI FII;41076380000125;31671675
27.529.279/0001-51;30/06/2022;FII;GLOBAL APARTAMENTOS FUNDO DE INVESTIMENTO IMOBILIA;40886521000102;8250517042
27.529.279/0001-51;30/06/2022;FII;CORE METROPOLIS FII;38293921000162;13911412
27.529.279/0001-51;30/06/2022;FII;XP MALLS FII;28757546000100;183217037
27.529.279/0001-51;30/06/2022;FII;FII RBR DESENVOLVIMENTO IV;36642275000176;400926774
27.529.279/0001-51;30/06/2022;FII;XP HOTEIS FI IMOB FII;18308516000163;495000
27.529.279/0001-51;30/06/2022;FII;FII RBR RENDIMENTO HIGH GRADE;29467977000103;2990480764
27.529.279/0001-51;30/06/2022;FII;KINEA RENDIMENTOS IMOB.FII (ITAU);16706958000132;1532558455
27.529.279/0001-51;30/06/2022;FII;KINEA SECURITIES FUNDO DE INVESTIME;35864448000138;630336
27.529.279/0001-51;30/06/2022;FII;FATOR VERITA FUNDO DE INVESTIMENTO;11664201000100;40300446
27.529.279/0001-51;30/06/2022;FII;FUNDO DE FUNDOS DE INVESTIMENTO IMO;30091444000140;293225816
27.529.279/0001-51;30/06/2022;FII;FUNDO DE INVESTIMENTO IMOBILIARIO1F;33046142000149;218593518
27.529.279/0001-51;30/06/2022;FII;SDI LOGISTICA RIO- FII-FII;16671412000193;751906058
27.529.279/0001-51;30/06/2022;FII;VINCI SHOP CENTERS FII;17554274000125;6198673
27.529.279/0001-51;30/06/2022;FII;GALAPAGOS RI FII;38293897000161;1109718964
27.529.279/0001-51;30/06/2022;FII;FI IMOB BTG PACT CORP OFF;08924783000101;3719947962
27.529.279/0001-51;30/06/2022;FII;FI IMOBILIARIO FII PARQUE D. PEDRO;10869155000112;5194800
27.529.279/0001-51;30/06/2022;FII;RBR LOG - FUNDO DE INVESTIMENTO IMO;35705463000133;9789318012
27.529.279/0001-51;30/06/2022;FII;LOFT II FUNDO DE INVESTIMENTO IMOBILIARIO;24796967000190;170749118
27.529.279/0001-51;30/06/2022;FII;CSHG JHSF PRIME OFFICES FII;11260134000168;5556122684
27.529.279/0001-51;30/06/2022;FII;FII THE ONE;12948291000123;855328908
27.529.279/0001-51;30/06/2022;FII;FII RIO BRAVO RENDA CORPORATIVA;03683056000186;4638805812
27.529.279/0001-51;30/06/2022;FII;CENU - FUNDO DE INVESTIMENTO IMOBILIARIO;37899356000119;383070386
27.529.279/0001-51;30/06/2022;FII;JS REAL ESTATE MULTIGESTAO FII;13371132000171;3278017155
27.529.279/0001-51;30/06/2022;FII;PANORAMA DESENVOLVIMENTO LOGISTICO;37899400000190;184878081
27.529.279/0001-51;30/06/2022;FII;RBR DESENVOLVIMENTO COMERCIAL I - FUNDO DE INVESTI;34736474000118;1282148255
27.529.279/0001-51;30/06/2022;FII;CYCR CYRELA CREDITO FUNDO DE INVEST;36501233000115;9943878
27.529.279/0001-51;30/06/2022;FII;RBR PLUS MULTIESTRATEGIA REAL ESTATE FII;41088458000121;4080153055
27.529.279/0001-51;30/06/2022;FII;FARIA LIMA CAPITAL RECEBIVEIS IMOBI;33884145000151;269423055
27.529.279/0001-51;30/06/2022;FII;FII KEYCASH;24703709000111;14858125
27.529.279/0001-51;30/06/2022;FII;FII  BTG PACTUAL CREDITO IMOBILIAR;29787928000140;2285073964
27.538.422/0001-71;30/06/2022;FII;CSHG Recebiveis Imobiliarios FII;11160521000122;2070530208
27.538.422/0001-71;30/09/2022;FII;CSHG Recebiveis Imobiliarios FII;11160521000122;1642156459
28.516.301/0001-91;31/03/2022;FII;Bluemacaw Crédito Imobiliário - BLMC11;38294221000192;792105825
28.516.301/0001-91;31/03/2022;FII;XP MALLS FDO INV IMOB FII - XPML11;28757546000100;2493705751
28.516.301/0001-91;31/03/2022;FII;XP Malls FII - XPML11;28757546000100;2493705751
28.516.301/0001-91;31/03/2022;FII;Galapagos Recebiveis Imobiliarios -GCRI11;38293897000161;519902553
28.516.301/0001-91;30/06/2022;FII;SUNO RECEBÍVEIS IMOBILIÁRIOS - SNCI11;41076710000182;20536
28.516.301/0001-91;30/06/2022;FII;Galapagos Recebiveis Imobiliarios - GCRI13;38293897000161;25936359
28.516.301/0001-91;30/06/2022;FII;Galapagos Recebiveis Imobiliarios -GCRI11;38293897000161;518895914
28.516.301/0001-91;30/06/2022;FII;Maua Capital Recebiveis - MCCI11;23648935000184;146745966
28.516.301/0001-91;30/06/2022;FII;XP MALLS FDO INV IMOB FII - XPML11;28757546000100;224494873
28.516.301/0001-91;30/06/2022;FII;Bluemacaw Crédito Imobiliário - BLMC11;38294221000192;722940325
